,PC1,PC2,PC3,PC4,PC5,PC6
warning_proportion,-0.23612728672979288,0.6585283854081512,0.11619345609115533,-0.06100062050311555,-0.7001229998161381,0.056480618460133955
error_proportion,-0.24871539592731062,0.6588368717957845,0.03837402758079564,-0.013395262992782686,0.7067619242132892,-0.053946377171941444
avg_cpu_usage_percent,-0.3534791158735922,-0.1531000739377281,0.5407394196837491,0.7239522995224416,0.016930654002212945,0.18660166926583116
avg_memory_usage_percent,0.6183077662602982,0.24151385113495205,-0.0388936801007784,0.1954802089026805,0.05314025120787939,0.7189001663439165
avg_latency_milliseconds,-0.5893147136884439,-0.21511069397361632,-0.1993934575876922,-0.3559436286083212,0.04771807178171637,0.661592718761549
avg_disk_usage_percent,0.16685546243404495,-0.06506272652213646,0.8070668655621706,-0.5541517665985236,0.0701984322676528,0.06750681793699904
